-0.000056,0.874832,0.464306
0.015980,0.867944,0.474420
0.012097,0.860697,0.477629
-0.001113,0.854534,0.475938
-0.013116,0.850145,0.472751
-0.022953,0.846979,0.469151
-0.031562,0.844604,0.465082
-0.038973,0.842741,0.460555
-0.046221,0.841726,0.456090
-0.052320,0.840630,0.450746
-0.057466,0.840124,0.445927
-0.060230,0.839439,0.441858
-0.057275,0.839249,0.441410
-0.050863,0.839706,0.442880
-0.039637,0.839967,0.445234
-0.025636,0.840581,0.446917
-0.011592,0.840333,0.448833
-0.001913,0.839865,0.450566
-0.001053,0.838568,0.452987
-0.008800,0.837819,0.453021
-0.021278,0.836882,0.450006
-0.032050,0.836462,0.444192
-0.033174,0.835888,0.442565
-0.033305,0.835109,0.443077
-0.039029,0.833988,0.439789
-0.043102,0.832925,0.436648
-0.047133,0.831428,0.433090
-0.049433,0.830131,0.430935
-0.050978,0.828923,0.429543
-0.051938,0.827397,0.428844
-0.052560,0.826070,0.428394
-0.053085,0.824071,0.428213
-0.053438,0.822066,0.428145
-0.053555,0.820464,0.428048
-0.053634,0.818703,0.427999
-0.053629,0.817245,0.427943
-0.053575,0.815971,0.427878
-0.053512,0.814808,0.427831
-0.053469,0.813708,0.427795
-0.053594,0.812178,0.427796
-0.053695,0.810860,0.427801
-0.053718,0.809995,0.427745
-0.053774,0.809066,0.427744
-0.053889,0.808103,0.427765
-0.053990,0.807124,0.427789
-0.054052,0.806137,0.427828
-0.054107,0.805144,0.427851
-0.054146,0.804147,0.427868
-0.054168,0.803149,0.427887
-0.054192,0.802162,0.427898
-0.054193,0.801492,0.427832
-0.054250,0.800694,0.427817
-0.054323,0.800136,0.427783
-0.054452,0.799403,0.427811
-0.054589,0.798882,0.427800
-0.054765,0.798156,0.427836
-0.054961,0.797315,0.427887
-0.055108,0.796411,0.427946
-0.055216,0.795467,0.427994
-0.055294,0.794500,0.428028
-0.055343,0.793520,0.428055
-0.055380,0.792531,0.428073
-0.055405,0.791538,0.428087
-0.055422,0.790541,0.428100
-0.055436,0.789543,0.428110
-0.055449,0.788543,0.428117
-0.055457,0.787543,0.428128
-0.055468,0.786542,0.428134
-0.055474,0.785541,0.428143
-0.055484,0.784540,0.428149
-0.055565,0.783137,0.428195
-0.055601,0.781894,0.428218
-0.055598,0.780749,0.428220
-0.055584,0.779663,0.428218
-0.055573,0.778610,0.428216
-0.055567,0.777578,0.428215
-0.055564,0.776559,0.428218
-0.055565,0.775547,0.428223
-0.055568,0.774539,0.428229
-0.055574,0.773534,0.428233
-0.055578,0.772530,0.428242
-0.055585,0.771528,0.428248
-0.055659,0.770124,0.428289
-0.055691,0.768881,0.428311
-0.055689,0.767736,0.428313
-0.055679,0.766649,0.428311
-0.055669,0.765597,0.428311
-0.055664,0.764565,0.428312
-0.055216,0.763776,0.428619
-0.055354,0.762869,0.427934
-0.055667,0.761760,0.426254
-0.055048,0.760962,0.425221
-0.054903,0.760067,0.424471
-0.054560,0.759159,0.424439
-0.054667,0.758192,0.424283
-0.054661,0.757223,0.424256
-0.054656,0.756243,0.424274
-0.054696,0.755253,0.424266
-0.054691,0.754262,0.424293
-0.054710,0.753265,0.424306
-0.054724,0.752267,0.424319
-0.054730,0.751268,0.424338
-0.054743,0.750268,0.424352
-0.054756,0.749267,0.424364
-0.054765,0.748267,0.424379
-0.054777,0.747265,0.424392
-0.054788,0.746264,0.424404
-0.054798,0.745263,0.424418
-0.054810,0.744262,0.424430
-0.054820,0.743260,0.424444
-0.054831,0.742259,0.424457
-0.054842,0.741258,0.424469
-0.054853,0.740257,0.424482
-0.054863,0.739256,0.424495
-0.054874,0.738254,0.424507
-0.054973,0.736454,0.424600
-0.055012,0.734970,0.424642
-0.055010,0.733681,0.424645
-0.055001,0.732507,0.424639
-0.054992,0.731403,0.424635
-0.054988,0.730340,0.424635
-0.054988,0.729301,0.424638
-0.054992,0.728278,0.424645
-0.054998,0.727263,0.424653
-0.055006,0.726254,0.424663
-0.055014,0.725248,0.424675
-0.055024,0.724244,0.424686
-0.055034,0.723242,0.424698
-0.055084,0.721841,0.424745
-0.055105,0.720598,0.424770
-0.055149,0.719054,0.424813
-0.055161,0.717725,0.424829
-0.055158,0.716528,0.424830
-0.055154,0.715410,0.424829
-0.055152,0.714339,0.424831
-0.055154,0.713296,0.424836
-0.055157,0.712269,0.424843
-0.055164,0.711253,0.424851
-0.055172,0.710244,0.424861
-0.055180,0.709237,0.424872
-0.055189,0.708234,0.424884
-0.055199,0.707231,0.424895
-0.055243,0.705830,0.424937
-0.055261,0.704588,0.424959
-0.055267,0.703443,0.424967
-0.055270,0.702355,0.424973
-0.055273,0.701303,0.424980
-0.055278,0.700271,0.424987
-0.055284,0.699252,0.424996
-0.055292,0.698240,0.425006
-0.055300,0.697233,0.425016
-0.055309,0.696228,0.425027
-0.055318,0.695225,0.425039
-0.055328,0.694223,0.425050
-0.055337,0.693222,0.425062
-0.055347,0.692221,0.425073
-0.055357,0.691220,0.425085
-0.055395,0.689822,0.425122
-0.055411,0.688581,0.425141
-0.055417,0.687436,0.425150
-0.055421,0.686349,0.425157
-0.055426,0.685297,0.425164
-0.055431,0.684265,0.425172
-0.055438,0.683246,0.425181
-0.055446,0.682235,0.425191
-0.055454,0.681228,0.425202
-0.055463,0.680223,0.425212
-0.055472,0.679221,0.425223
-0.055481,0.678219,0.425234
-0.055490,0.677218,0.425245
-0.055499,0.676217,0.425256
-0.055508,0.675217,0.425268
-0.055518,0.674216,0.425279
-0.055527,0.673216,0.425290
-0.055536,0.672215,0.425301
-0.055545,0.671216,0.425312
-0.055554,0.670216,0.425323
-0.055563,0.669215,0.425333
-0.055572,0.668215,0.425344
-0.055602,0.666818,0.425372
-0.055633,0.665180,0.425403
-0.055644,0.663796,0.425416
-0.055647,0.662564,0.425423
-0.055650,0.661425,0.425429
-0.055654,0.660342,0.425437
-0.055659,0.659291,0.425444
-0.055665,0.658261,0.425453
-0.055673,0.657243,0.425462
-0.055680,0.656232,0.425472
-0.055688,0.655225,0.425482
-0.055696,0.654222,0.425492
-0.055705,0.653219,0.425502
-0.055713,0.652217,0.425512
-0.055722,0.651216,0.425522
-0.055730,0.650216,0.425532
-0.055739,0.649216,0.425541
-0.055747,0.648216,0.425551
-0.055755,0.647216,0.425562
-0.055763,0.646216,0.425571
-0.055772,0.645216,0.425581
-0.055780,0.644216,0.425590
-0.055788,0.643216,0.425600
-0.055797,0.642216,0.425609
-0.055804,0.641217,0.425620
-0.055812,0.640217,0.425629
-0.055821,0.639217,0.425638
-0.055828,0.638217,0.425648
-0.055837,0.637217,0.425657
-0.055845,0.636217,0.425665
-0.055853,0.635217,0.425675
-0.055861,0.634217,0.425683
-0.055868,0.633218,0.425693
-0.055877,0.632218,0.425701
-0.055885,0.631218,0.425710
-0.055376,0.630821,0.425090
-0.054873,0.630228,0.425214
-0.053987,0.630058,0.425085
-0.053547,0.629538,0.425454
-0.052981,0.629361,0.425249
-0.052862,0.628820,0.425395
-0.052372,0.628658,0.425144
-0.052185,0.628131,0.425423
-0.052428,0.627333,0.425550
-0.052593,0.626445,0.425756
-0.052778,0.625493,0.425870
-0.052898,0.624520,0.425969
-0.052988,0.623532,0.426034
-0.053049,0.622538,0.426080
-0.053090,0.621542,0.426111
-0.053118,0.620543,0.426133
-0.053131,0.618755,0.426139
-0.053136,0.617278,0.426145
-0.053143,0.615595,0.426152
-0.053145,0.613787,0.426155
-0.053155,0.612297,0.426163
-0.053171,0.611001,0.426179
-0.053180,0.609839,0.426196
-0.052563,0.609340,0.425781
-0.052302,0.608937,0.425860
-0.052203,0.609574,0.425529
-0.052427,0.609735,0.425224
-0.052481,0.610721,0.424510
-0.052679,0.611191,0.424140
-0.052648,0.612409,0.423468
-0.052817,0.612991,0.423051
-0.052782,0.614246,0.422279
-0.052949,0.614855,0.421800
-0.052887,0.616139,0.421013
-0.053084,0.617689,0.420142
-0.053500,0.619373,0.419239
-0.054247,0.620219,0.418869
-0.054583,0.621615,0.418165
-0.055284,0.622268,0.417839
-0.056254,0.622394,0.417763
-0.057314,0.622226,0.417828
-0.058373,0.621888,0.417938
-0.059351,0.621490,0.418101
-0.059726,0.622133,0.417607
-0.060308,0.622388,0.417405
-0.060512,0.623414,0.416756
-0.061048,0.623879,0.416484
-0.061248,0.625015,0.415803
-0.061797,0.625541,0.415527
-0.062004,0.626706,0.414849
-0.062565,0.627248,0.414581
-0.062773,0.628413,0.413909
-0.063341,0.628954,0.413649
-0.063547,0.630109,0.412984
-0.063886,0.630633,0.412518
-0.064563,0.630689,0.412353
