0.000143,0.874839,0.464372
0.015949,0.867940,0.474445
0.011594,0.860704,0.477637
-0.002131,0.854534,0.475874
-0.014442,0.850133,0.472539
-0.024260,0.846962,0.468798
-0.032175,0.844606,0.464878
-0.039215,0.842740,0.460401
-0.045108,0.840405,0.455809
-0.050802,0.838546,0.450195
-0.055793,0.836993,0.444076
-0.059985,0.835632,0.437626
-0.063045,0.834342,0.431918
-0.064611,0.833166,0.428275
-0.065395,0.832070,0.426127
-0.065807,0.830614,0.425019
-0.066048,0.829339,0.424374
-0.066199,0.828172,0.423964
-0.066284,0.827071,0.423708
-0.066325,0.826011,0.423552
-0.066345,0.824973,0.423463
-0.066366,0.823947,0.423423
-0.066396,0.822928,0.423416
-0.066425,0.821913,0.423426
-0.066449,0.820902,0.423446
-0.066467,0.819894,0.423472
-0.066478,0.818888,0.423498
-0.066486,0.817883,0.423527
-0.066492,0.816878,0.423556
-0.066497,0.815874,0.423585
-0.066499,0.814870,0.423614
-0.066503,0.813866,0.423644
-0.066518,0.812861,0.423679
-0.066542,0.811854,0.423719
-0.066568,0.810847,0.423760
-0.066590,0.809842,0.423801
-0.066602,0.808838,0.423838
-0.066606,0.807835,0.423872
-0.066611,0.806832,0.423905
-0.066611,0.805829,0.423935
-0.066609,0.804826,0.423965
-0.066620,0.803822,0.424000
-0.066629,0.802818,0.424034
-0.066646,0.801813,0.424073
-0.066660,0.800808,0.424110
-0.066672,0.799804,0.424147
-0.066689,0.798800,0.424187
-0.066706,0.797795,0.424227
-0.066697,0.796396,0.424363
-0.066694,0.795154,0.424435
-0.066698,0.794007,0.424456
-0.066704,0.792917,0.424463
-0.066716,0.791860,0.424474
-0.066735,0.790824,0.424495
-0.066750,0.789801,0.424521
-0.066764,0.788785,0.424551
-0.066774,0.787376,0.424688
-0.066782,0.786129,0.424760
-0.066796,0.784979,0.424786
-0.066808,0.783888,0.424798
-0.066815,0.782832,0.424809
-0.066819,0.781797,0.424826
-0.066806,0.780380,0.424939
-0.066805,0.779127,0.424998
-0.066817,0.777972,0.425019
-0.066840,0.776875,0.425035
-0.066867,0.775815,0.425058
-0.066886,0.774777,0.425082
-0.066904,0.773754,0.425113
-0.066913,0.772740,0.425144
-0.066916,0.771731,0.425174
-0.066916,0.770726,0.425204
-0.066917,0.769722,0.425235
-0.066917,0.768719,0.425265
-0.066917,0.767717,0.425296
-0.066924,0.766714,0.425331
-0.066930,0.765711,0.425366
-0.066945,0.764707,0.425405
-0.066956,0.763704,0.425444
-0.066966,0.762702,0.425483
-0.066980,0.761699,0.425524
-0.066988,0.760697,0.425562
-0.066981,0.759300,0.425684
-0.066978,0.758060,0.425747
-0.066980,0.756914,0.425770
-0.066985,0.755825,0.425785
-0.066990,0.754772,0.425801
-0.066998,0.753738,0.425823
-0.067005,0.752717,0.425849
-0.067012,0.751704,0.425878
-0.067361,0.750651,0.425963
-0.067909,0.749947,0.426013
-0.068098,0.749149,0.425994
-0.067961,0.748313,0.425866
-0.067417,0.747487,0.425546
-0.066861,0.746613,0.425257
-0.066367,0.745693,0.425015
-0.066011,0.744729,0.424850
-0.065849,0.743725,0.424773
-0.065989,0.742676,0.424812
-0.066681,0.741168,0.425178
-0.067253,0.739847,0.425458
-0.067798,0.738637,0.425774
-0.068158,0.737513,0.426023
-0.068343,0.736449,0.426197
-0.068359,0.735431,0.426274
-0.068119,0.734464,0.426186
-0.067647,0.733539,0.425958
-0.067191,0.732602,0.425738
-0.066699,0.731663,0.425500
-0.066387,0.730684,0.425353
-0.066312,0.729665,0.425309
-0.066416,0.728623,0.425340
-0.066751,0.727557,0.425484
-0.067110,0.726499,0.425659
-0.067541,0.725442,0.425915
-0.067868,0.724405,0.426145
-0.068091,0.723385,0.426341
-0.068203,0.722382,0.426482
-0.067937,0.721044,0.426460
-0.067547,0.719876,0.426309
-0.067204,0.718784,0.426143
-0.066864,0.717741,0.425964
-0.066668,0.716701,0.425855
-0.066793,0.715233,0.425963
-0.067079,0.713916,0.426112
-0.067360,0.712714,0.426257
-0.067668,0.711577,0.426448
-0.067904,0.710098,0.426699
-0.067982,0.708822,0.426813
-0.067898,0.707682,0.426803
-0.067676,0.706627,0.426700
-0.067444,0.705607,0.426584
-0.067172,0.704611,0.426441
-0.066985,0.703609,0.426344
-0.066880,0.702599,0.426287
-0.066858,0.701581,0.426275
-0.066956,0.700550,0.426325
-0.067160,0.699510,0.426440
-0.067362,0.698477,0.426570
-0.067600,0.697445,0.426742
-0.067813,0.696024,0.426987
-0.067887,0.694782,0.427105
-0.067868,0.693651,0.427140
-0.067628,0.692217,0.427089
-0.067388,0.690966,0.426983
-0.067216,0.689814,0.426888
-0.067102,0.688718,0.426816
-0.067046,0.687653,0.426777
-0.067046,0.686605,0.426773
-0.067097,0.685567,0.426803
-0.067232,0.684528,0.426888
-0.067549,0.682683,0.427218
-0.067734,0.681173,0.427397
-0.067816,0.679876,0.427487
-0.067824,0.678709,0.427523
-0.067778,0.677618,0.427520
-0.067660,0.676580,0.427469
-0.067537,0.675564,0.427411
-0.067388,0.674564,0.427334
-0.067279,0.673564,0.427277
-0.067205,0.672561,0.427239
-0.067174,0.671570,0.427229
-0.068108,0.671060,0.427417
-0.068650,0.670375,0.427508
-0.069183,0.669827,0.427221
-0.069688,0.669724,0.426471
-0.062391,0.670243,0.430620
-0.043501,0.671829,0.439041
-0.020863,0.672522,0.446302
-0.021398,0.669717,0.451578
-0.039090,0.667574,0.445641
-0.050886,0.665660,0.437764
-0.056726,0.663868,0.432481
-0.055670,0.662779,0.431815
-0.046054,0.662779,0.438279
