-1.272469,-0.473897,-0.312503,-0.547263,-0.653045,0.381746,1.000000,-0.000257,-0.000000,0.000000,0.000220,-0.000000,-0.000181,1.000000
-1.331092,-0.469683,-0.322341,-0.562709,-0.672334,0.453792,1.000000,-0.000257,-0.000000,-0.000000,0.001228,0.000001,-0.001189,1.000000
-1.811936,-0.455017,-0.335431,-0.454418,-0.824298,0.829328,1.000000,-0.000256,-0.000000,-0.000003,0.003679,0.000003,-0.003639,1.000000
-2.233643,-0.435708,-0.350840,-0.313653,-0.937747,1.135550,1.000000,-0.000255,-0.000001,-0.000007,0.007872,0.000006,-0.007833,1.000000
-2.252488,-0.439167,-0.342413,-0.305303,-0.945943,1.146938,1.000000,-0.000255,-0.000001,-0.000008,0.009257,0.000007,-0.009218,1.000000
-2.282360,-0.442465,-0.334095,-0.292730,-0.956102,1.166205,1.000000,-0.000255,-0.000001,-0.000008,0.009711,0.000008,-0.009671,1.000000
-2.265667,-0.446097,-0.325614,-0.298150,-0.957774,1.152653,1.000000,-0.000255,-0.000001,-0.000007,0.008458,0.000006,-0.008419,1.000000
-2.248617,-0.449765,-0.317182,-0.303657,-0.959205,1.138810,1.000000,-0.000256,-0.000001,-0.000005,0.006648,0.000005,-0.006609,1.000000
-2.259005,-0.453188,-0.308940,-0.298725,-0.965711,1.144476,1.000000,-0.000256,-0.000001,-0.000003,0.003764,0.000002,-0.003725,1.000000
-2.277337,-0.456479,-0.300792,-0.290805,-0.973685,1.155878,1.000000,-0.000257,-0.000000,-0.000000,0.001292,0.000000,-0.001252,1.000000
-2.272193,-0.459927,-0.292588,-0.291824,-0.977318,1.150536,1.000000,-0.000257,-0.000000,0.000001,0.000251,-0.000000,-0.000212,1.000000
-2.260269,-0.463426,-0.284403,-0.295393,-0.979625,1.140317,1.000000,-0.000257,-0.000000,0.000001,0.000158,-0.000000,-0.000119,1.000000
-2.260957,-0.466817,-0.276327,-0.294227,-0.984230,1.139177,1.000000,-0.000257,-0.000000,-0.000001,0.001511,0.000001,-0.001472,1.000000
-2.271399,-0.470084,-0.268349,-0.289439,-0.990661,1.145117,1.000000,-0.000257,-0.000000,-0.000002,0.003367,0.000002,-0.003328,1.000000
-2.276058,-0.473362,-0.260393,-0.286837,-0.995999,1.146914,1.000000,-0.000256,-0.000001,-0.000004,0.005538,0.000004,-0.005498,1.000000
-2.271225,-0.476692,-0.252443,-0.287784,-0.999548,1.141834,1.000000,-0.000255,-0.000001,-0.000006,0.007582,0.000006,-0.007543,1.000000
-2.265088,-0.480027,-0.244532,-0.289213,-1.002799,1.135803,1.000000,-0.000255,-0.000001,-0.000008,0.009410,0.000007,-0.009370,1.000000
-2.268723,-0.483259,-0.236713,-0.287051,-1.007870,1.136923,1.000000,-0.000255,-0.000001,-0.000008,0.009746,0.000008,-0.009707,1.000000
-2.274865,-0.486441,-0.228951,-0.283990,-1.013401,1.139915,1.000000,-0.000255,-0.000001,-0.000007,0.009103,0.000007,-0.009063,1.000000
-2.276487,-0.489630,-0.221213,-0.282608,-1.018070,1.139614,1.000000,-0.000255,-0.000001,-0.000006,0.007610,0.000006,-0.007571,1.000000
-2.272192,-0.492848,-0.213492,-0.283399,-1.021599,1.134964,1.000000,-0.000256,-0.000001,-0.000003,0.004840,0.000003,-0.004801,1.000000
-2.271612,-0.496024,-0.205830,-0.282846,-1.025798,1.133066,1.000000,-0.000257,-0.000000,-0.000001,0.002099,0.000001,-0.002059,1.000000
-2.276373,-0.499131,-0.198234,-0.280372,-1.030996,1.135148,1.000000,-0.000257,-0.000000,0.000000,0.000361,-0.000000,-0.000321,1.000000
-2.277912,-0.502238,-0.190665,-0.279082,-1.035571,1.134860,1.000000,-0.000257,-0.000000,0.000001,0.000109,-0.000000,-0.000070,1.000000
-2.276074,-0.505352,-0.183122,-0.279023,-1.039488,1.132069,1.000000,-0.000257,-0.000000,-0.000001,0.001272,0.000001,-0.001232,1.000000
-2.275366,-0.508441,-0.175624,-0.278566,-1.043594,1.130133,1.000000,-0.000257,-0.000000,-0.000002,0.003038,0.000002,-0.002998,1.000000
-2.278007,-0.511485,-0.168178,-0.276924,-1.048322,1.130721,1.000000,-0.000256,-0.000001,-0.000005,0.005911,0.000005,-0.005872,1.000000
-2.279965,-0.514509,-0.160768,-0.275541,-1.052908,1.130817,1.000000,-0.000255,-0.000001,-0.000007,0.007889,0.000006,-0.007849,1.000000
-2.279931,-0.517529,-0.153387,-0.274881,-1.057100,1.129429,1.000000,-0.000255,-0.000001,-0.000008,0.009534,0.000007,-0.009495,1.000000
-2.279224,-0.520538,-0.146040,-0.274470,-1.061143,1.127544,1.000000,-0.000255,-0.000001,-0.000008,0.009536,0.000007,-0.009497,1.000000
-2.281273,-0.518455,-0.147781,-0.274715,-1.064101,1.113520,1.000000,-0.000255,-0.000001,-0.000008,0.009266,0.000007,-0.009227,1.000000
-2.303312,-0.521239,-0.140561,-0.266297,-1.072627,1.127621,1.000000,-0.000255,-0.000001,-0.000006,0.007895,0.000006,-0.007855,1.000000
-2.313734,-0.519077,-0.142358,-0.263523,-1.077134,1.119924,1.000000,-0.000256,-0.000001,-0.000006,0.007285,0.000005,-0.007246,1.000000
-2.344770,-0.521769,-0.135199,-0.251791,-1.087143,1.140929,1.000000,-0.000256,-0.000001,-0.000004,0.005194,0.000004,-0.005154,1.000000
-2.346392,-0.524672,-0.127954,-0.250638,-1.091642,1.140943,1.000000,-0.000257,-0.000000,-0.000002,0.003046,0.000002,-0.003007,1.000000
-2.316669,-0.527790,-0.120620,-0.260757,-1.090419,1.117095,1.000000,-0.000257,-0.000000,0.000000,0.000840,0.000000,-0.000800,1.000000
-2.313885,-0.530753,-0.113421,-0.261183,-1.093994,1.113738,1.000000,-0.000257,-0.000000,0.000001,0.000113,-0.000000,-0.000073,1.000000
-2.331789,-0.533530,-0.106341,-0.254246,-1.101402,1.126211,1.000000,-0.000257,-0.000000,0.000000,0.000361,-0.000000,-0.000322,1.000000
-2.342985,-0.536309,-0.099267,-0.249711,-1.107562,1.133601,1.000000,-0.000257,-0.000000,-0.000001,0.002094,0.000001,-0.002055,1.000000
-2.331016,-0.539232,-0.092137,-0.253447,-1.109502,1.123226,1.000000,-0.000256,-0.000000,-0.000003,0.004104,0.000003,-0.004064,1.000000
-2.321776,-0.542148,-0.085046,-0.256193,-1.111861,1.114932,1.000000,-0.000256,-0.000001,-0.000005,0.006278,0.000005,-0.006239,1.000000
-2.327596,-0.544947,-0.078045,-0.253622,-1.116986,1.118246,1.000000,-0.000255,-0.000001,-0.000007,0.008177,0.000006,-0.008137,1.000000
-2.333536,-0.542818,-0.079774,-0.252492,-1.120692,1.107203,1.000000,-0.000255,-0.000001,-0.000007,0.008678,0.000007,-0.008639,1.000000
-2.362174,-0.545388,-0.072897,-0.241873,-1.130114,1.126941,1.000000,-0.000255,-0.000001,-0.000008,0.009631,0.000008,-0.009591,1.000000
-2.371487,-0.543215,-0.074660,-0.239482,-1.134385,1.118494,1.000000,-0.000255,-0.000001,-0.000008,0.009740,0.000008,-0.009700,1.000000
-2.390495,-0.545826,-0.067766,-0.232242,-1.141950,1.130869,1.000000,-0.000255,-0.000001,-0.000008,0.009407,0.000007,-0.009367,1.000000
-2.382468,-0.548619,-0.060794,-0.234692,-1.144662,1.123576,1.000000,-0.000255,-0.000001,-0.000007,0.008163,0.000006,-0.008124,1.000000
-2.363568,-0.551502,-0.053807,-0.241018,-1.145372,1.107814,1.000000,-0.000256,-0.000001,-0.000004,0.005545,0.000004,-0.005505,1.000000
-2.375904,-0.554187,-0.046965,-0.236177,-1.151561,1.116352,1.000000,-0.000257,-0.000000,-0.000002,0.002704,0.000002,-0.002664,1.000000
-2.385736,-0.556845,-0.040142,-0.232238,-1.157305,1.122975,1.000000,-0.000257,-0.000000,-0.000000,0.001043,0.000000,-0.001003,1.000000
